,Nameabv_x,Name_long_x,Date,Frame No.,bin_0_x,bin_1_x,bin_2_x,bin_3_x,bin_4_x,bin_5_x,bin_6_x,bin_7_x,bin_8_x,Cluster_num_x,Nameabv_y,Name_long_y,bin_0_y,bin_1_y,bin_2_y,bin_3_y,bin_4_y,bin_5_y,bin_6_y,bin_7_y,bin_8_y,Cluster_num_y
91,Joe Biden,JBi,01-Jun-21,12,0.0,0.0,0.0,0.11127214599629448,0.0,0.030292630584580288,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.023323550407480187,0.0,0.03604167009934103,0.0,0.0,0.0,0
92,Joe Biden,JBi,01-Jun-21,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.08197600050333342,0.0,0.0,0.0,0.0,0.0,0
93,Joe Biden,JBi,01-Jun-21,14,0.2937100424814431,0.0012501443579888971,0.0,0.0,0.0,0.013837713116231803,0.0,0.0,0.0,0,Joe Biden,JBi,0.15713825013689353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
94,Joe Biden,JBi,01-Jun-21,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.17403582591986672,0.0,0.0,0.0,0.05976201696318015,0.048154669145016565,0.0,0.0,0.0,0
95,Joe Biden,JBi,01-Jun-21,16,0.0,0.0,0.0,0.035995539083680195,0.0,0.0,0.14994315387073193,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
96,Joe Biden,JBi,01-Jun-21,17,0.0,0.0,0.0,0.0,0.018349687086350597,0.05771908296213496,0.38414245338526976,0.0,0.0,1,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
97,Joe Biden,JBi,01-Jun-21,18,0.0,0.0,0.0348138002768362,0.01448725599782208,0.03525246002588667,0.0,0.0,0.1330363129121077,0.0,0,Joe Biden,JBi,0.04590340537535728,0.03683218041904157,0.3732578751398997,0.0,0.0,0.0,0.1789346964495766,0.0,0.0,0
98,Joe Biden,JBi,01-Jun-21,19,0.03676024225597027,0.22761377709210956,0.0,0.3458410011014542,0.0,0.0,0.0,0.0,0.051978635794257544,0,Joe Biden,JBi,0.0,0.0,0.0,0.2356649072709363,0.0,0.0,0.0,0.0,0.0,0
99,Joe Biden,JBi,01-Jun-21,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.0,0.0,0.0,0.0,0.12241792326926271,0.0,0.0,0.0,0
100,Joe Biden,JBi,01-Jun-21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Joe Biden,JBi,0.0,0.20842977072031454,0.0,0.0314712954344008,0.02877475048626077,0.15060912500515033,0.0,0.0,0.10621048096944263,0
101,Donald Trump,DTr,26-Sep-20,1,0.7067082296775693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Donald Trump,DTr,0.42881227832588376,0.0,0.0,0.12629521584866082,0.0,0.036339293825816465,0.0,0.33533879418377843,0.0,0
102,Donald Trump,DTr,26-Sep-20,2,0.4626285352406362,0.0,0.0,0.0,0.0,0.0,0.3127631390764091,0.0,0.0,1,Donald Trump,DTr,0.6307415982455075,0.0,0.051582885870302714,0.14678253508763922,0.0,0.009213828779702476,0.8617358582836798,0.0,0.0,0
