,Nameabv,Name_long,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8
174,Donald Trump,DTr,20-Jun-20,18,0.0039614893979062205,0.08655968343439316,0.15312900793804657,0.1971959619140815,0.0,0.0,0.0,0.0,0.0
175,Donald Trump,DTr,20-Jun-20,19,0.0,0.0,0.11151409846570429,0.0,0.0,0.0,0.0,0.0,0.0
176,Donald Trump,DTr,20-Jun-20,20,0.0,0.0,0.0,0.2155398398786027,0.0,0.0,0.0,0.0,0.0
177,Donald Trump,DTr,20-Jun-20,21,0.3301678893302622,0.0,0.0,0.0,0.5403847348997656,0.11114082063930728,0.0,0.0,0.0
178,Donald Trump,DTr,20-Jun-20,22,0.0,0.21250407532343546,0.0,0.006927134206718144,0.08252977919016832,0.0,0.0,0.0,0.12292322392669003
179,Donald Trump,DTr,20-Jun-20,23,0.10030095363872268,0.022344736077944183,0.0,0.0,0.0,0.002759184170566087,0.0,0.0,0.0
180,Donald Trump,DTr,20-Jun-20,24,0.0,0.26163561312058303,0.0,0.08323804747457261,0.26722518807661544,0.0,0.32127554381121864,0.10589585773026403,0.0
181,Donald Trump,DTr,20-Jun-20,25,0.0,0.0,0.0,0.0,0.0,0.06540883620165994,0.0,0.0,0.0
182,Donald Trump,DTr,20-Jun-20,26,0.0,0.0,0.0,0.7683155686592562,0.0,0.0,0.0,0.0,0.0
183,Donald Trump,DTr,20-Jun-20,27,0.0,0.05642368428142422,0.07134073932747753,0.0,0.048226782532676704,0.0,0.0,0.0,0.0
184,Donald Trump,DTr,20-Jun-20,28,0.0,0.0,0.1252598244417325,0.0,0.02929374457922801,0.0,0.045656747775744355,0.0,0.07228724181663593
185,Donald Trump,DTr,20-Jun-20,29,0.0,0.0,0.31965762137307263,0.18524733130174736,0.0,0.0,0.0,0.0,0.0
186,Donald Trump,DTr,20-Jun-20,30,0.05081805689462138,0.0,0.4873257837724626,0.6639147233214594,0.0,0.6618382660193852,0.0,0.17688841598663696,0.0
187,Donald Trump,DTr,20-Jun-20,31,0.2829611053409849,0.0,0.26694286031963943,0.3756717356642604,0.16058437890244537,0.0026541757690606016,0.061442539999671836,0.2789407902656763,0.0
188,Donald Trump,DTr,20-Jun-20,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,Donald Trump,DTr,23-Apr-20,1,0.15414027997490665,0.0,0.015957328252613062,0.0,0.0,0.0,0.0,0.21862217695728686,0.0
190,Donald Trump,DTr,23-Apr-20,2,0.17938479186893175,0.0,0.0,0.22857594080942462,0.0,0.09309398630883103,0.0,0.0,0.2288699149627192
