,Unnamed: 0,Nameabv,Name_long,Date,Frame No.,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,maxbin,Date_Frame
132,132,Donald Trump,DTr,07-Sep-20,22,0.0,0.0,0.09381765936776247,0.0,0.0,0.08113497920373107,0.10968567308222993,0.0,0.0,6,07-Sep-20_Frame_22
133,133,Donald Trump,DTr,07-Sep-20,23,0.0,0.0,0.01705710064865951,0.04242528548188468,0.0,0.0,0.0,0.0,0.0,3,07-Sep-20_Frame_23
134,134,Donald Trump,DTr,07-Sep-20,24,0.0,0.0,0.0,0.1619364387628418,0.0,0.3893337686282429,0.0,0.0,0.0,5,07-Sep-20_Frame_24
135,135,Donald Trump,DTr,07-Sep-20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_25
136,136,Donald Trump,DTr,07-Sep-20,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_26
137,137,Donald Trump,DTr,07-Sep-20,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_27
138,138,Donald Trump,DTr,07-Sep-20,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_28
139,139,Donald Trump,DTr,07-Sep-20,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_29
140,140,Donald Trump,DTr,07-Sep-20,30,0.0,0.0,0.1480583342748224,0.0,0.07688899192672716,0.0,0.0,0.0,0.0,4,07-Sep-20_Frame_30
141,141,Donald Trump,DTr,07-Sep-20,31,0.0,0.0,0.0,0.0,0.0,0.1854315793124935,0.0,0.0,0.16233669857622668,8,07-Sep-20_Frame_31
142,142,Donald Trump,DTr,07-Sep-20,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,07-Sep-20_Frame_32
143,143,Donald Trump,DTr,04-Jul-20,1,0.2857473827630551,0.0018464229822831577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_1
144,144,Donald Trump,DTr,04-Jul-20,2,0.0,0.0,0.21525241879029888,0.0,0.0,0.39532335283069386,0.0,0.0,0.0,5,04-Jul-20_Frame_2
145,145,Donald Trump,DTr,04-Jul-20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_3
146,146,Donald Trump,DTr,04-Jul-20,4,0.06166389856292344,0.0,0.5836948793010939,0.247547495875486,0.0,0.09330399247040187,0.0049623645892847,0.2502804431592058,0.0,7,04-Jul-20_Frame_4
147,147,Donald Trump,DTr,04-Jul-20,5,0.05577860024484471,0.0,0.0,0.0,0.04777681760995029,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_5
148,148,Donald Trump,DTr,04-Jul-20,6,0.3719121945460321,0.0,0.0,0.6062817962582749,0.0,0.0,0.0,0.0,0.0,3,04-Jul-20_Frame_6
149,149,Donald Trump,DTr,04-Jul-20,7,0.12673124029214888,0.09995599140910948,0.0,0.0,0.0,0.2027509935849225,0.0,0.0,0.0,5,04-Jul-20_Frame_7
150,150,Donald Trump,DTr,04-Jul-20,8,0.0,0.0,0.0,0.0,0.0,0.06193373297035909,0.0,0.0,0.0,5,04-Jul-20_Frame_8
151,151,Donald Trump,DTr,04-Jul-20,9,0.6199001302900484,0.0,0.3735300631203611,0.17536036255141108,0.3876639892155245,0.0,0.0,0.010119696233619802,0.0,0,04-Jul-20_Frame_9
152,152,Donald Trump,DTr,04-Jul-20,10,0.0,0.01248848179126974,0.0,0.0,0.0,0.0065877862023071,0.0,0.0,0.0,5,04-Jul-20_Frame_10
153,153,Donald Trump,DTr,04-Jul-20,11,0.692766256573631,0.0,0.5724280972784349,0.0,0.1976168435102356,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_11
154,154,Donald Trump,DTr,04-Jul-20,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_12
155,155,Donald Trump,DTr,04-Jul-20,13,0.1986501656840191,0.0,0.0,0.0,0.042919621739112124,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_13
156,156,Donald Trump,DTr,04-Jul-20,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,04-Jul-20_Frame_14
157,157,Donald Trump,DTr,20-Jun-20,1,0.0,0.0,0.0,0.1613373796541026,0.0,0.0,0.0,0.0,0.0,3,20-Jun-20_Frame_1
158,158,Donald Trump,DTr,20-Jun-20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20-Jun-20_Frame_2
159,159,Donald Trump,DTr,20-Jun-20,3,0.769559763806133,0.0,0.0,0.7077592620371109,0.0,0.0,0.0,0.19975586968717152,0.0,0,20-Jun-20_Frame_3
160,160,Donald Trump,DTr,20-Jun-20,4,0.0,0.0,0.036759551172088116,0.05658271436423795,0.0,0.0,0.0,0.0,0.0,3,20-Jun-20_Frame_4
161,161,Donald Trump,DTr,20-Jun-20,5,0.0,0.0,0.0,0.0,0.11005972687291254,0.004638894176533903,0.0,0.0,0.0,5,20-Jun-20_Frame_5
