,Nameabv,Name_long,Date,Frame No.,Sen1,Sen2,Sen3,Sen4,Sen5,Sen6,Sen7,Sen8,Sen9,Sen10,Sen11,Sen12,Sen13,Sen14,Sen15,Sen16
64,JBi,Joe Biden,06-Jan-22,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,JBi,Joe Biden,15-Nov-21,1,0.0,0.1,0.0,0.13,0.0,0.0,-0.125,0.0,0.2,0.0,0.0,-0.3166666666666667,0.0,0.0,-0.25,0.006250000000000006
66,JBi,Joe Biden,15-Nov-21,2,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,0.0,0.25,0.25,0.26666666666666666,0.2,0.0,0.0,0.0,0.0,0.0
67,JBi,Joe Biden,15-Nov-21,3,0.2,0.2,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.7
68,JBi,Joe Biden,15-Nov-21,4,0.5,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,-0.3125
69,JBi,Joe Biden,15-Nov-21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.75,0.0,0.0,-0.75,0.05,0.0,0.1875
70,JBi,Joe Biden,15-Nov-21,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2785714285714286,-0.75,-0.75,-0.75,0.0,-0.75,0.0,0.0,-0.2,0.5
71,JBi,Joe Biden,15-Nov-21,7,0.475,0.5,0.0,0.0,0.0,0.25,0.17454545454545453,0.18333333333333332,0.0,-0.05,0.048888888888888885,-0.05,0.0,0.0,0.1777777777777778,0.20833333333333331
72,JBi,Joe Biden,15-Nov-21,8,0.15625,0.016666666666666673,0.0,0.0,0.15833333333333333,-0.1555555555555556,0.0,0.5,0.13636363636363635,0.5,0.5,0.0,0.21212121212121213,0.5,0.5,0.1
73,JBi,Joe Biden,15-Nov-21,9,0.3,-0.328125,0.0,0.2,0.0,0.32857142857142857,0.43333333333333335,0.3333333333333333,0.0,0.0,0.5,-0.11904761904761905,0.0,-0.07142857142857142,0.0,-0.4
74,JBi,Joe Biden,15-Nov-21,10,0.0,0.2916666666666667,0.0,0.6,1.0,-0.20000000000000004,0.0,0.0,0.0,0.08333333333333333,0.5,0.1,0.0,0.0,0.0,0.0
75,JBi,Joe Biden,15-Nov-21,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.14444444444444446,0.0,0.2142857142857143,0.0,0.0,0.1875,0.0
76,JBi,Joe Biden,15-Nov-21,12,0.10727272727272727,0.0,0.35,0.4533333333333333,-0.05,-0.05681818181818182,0.5,0.0,0.0,0.5,0.0,0.125,0.5,0.0,-0.05,0.08730158730158731
77,JBi,Joe Biden,15-Nov-21,13,0.5,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-0.1074074074074074,0.0
78,JBi,Joe Biden,15-Nov-21,14,0.5,0.25,0.0,0.0,0.0,0.25,0.16875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,JBi,Joe Biden,15-Nov-21,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,JBi,Joe Biden,01-Jun-21,1,0.0,-0.1555555555555556,0.0,0.0,0.0,0.5,0.0,0.375,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
81,JBi,Joe Biden,01-Jun-21,2,0.19583333333333333,0.0,0.7,0.3,0.16666666666666669,0.25,0.09375,0.0,-0.025,0.0,0.0,0.05,0.0,0.5,0.1,0.0
82,JBi,Joe Biden,01-Jun-21,3,0.1,0.0,0.0,0.2,-0.3125,0.8,0.4,0.1,0.0,0.35,0.0,0.16666666666666666,0.07500000000000001,-0.15625,0.2,0.0
83,JBi,Joe Biden,01-Jun-21,4,-0.6972222222222223,0.0,0.0,0.0,0.0,0.25,0.0,0.4375,-0.010101010101010102,0.6,-0.16666666666666666,-0.08333333333333333,0.0,0.07424242424242425,0.14444444444444446,0.0
84,JBi,Joe Biden,01-Jun-21,5,0.0,-0.033333333333333326,0.0,0.28989898989898993,0.05,-0.05,0.14375,0.0,0.0,0.0,0.0,-0.4,-0.05555555555555555,0.0,0.0,-0.2380952380952381
85,JBi,Joe Biden,01-Jun-21,6,0.03333333333333334,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333333333333333,-0.08333333333333333,0.0,0.14166666666666666,0.1,0.0
86,JBi,Joe Biden,01-Jun-21,7,0.0,-0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.125,-0.16666666666666666,0.5,0.0,0.0,0.0,0.0,-0.1,0.0
87,JBi,Joe Biden,01-Jun-21,8,0.0,0.0,0.16666666666666666,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.05,-0.05,-0.05,0.16666666666666666
88,JBi,Joe Biden,01-Jun-21,9,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,-0.25,0.0,0.1,0.0,0.4,-0.8,0.0,0.0,0.0,5.551115123125783e-17
89,JBi,Joe Biden,01-Jun-21,10,0.325,0.8,-0.15,0.0,0.0,-0.35,0.0,0.0,0.0,0.2857142857142857,0.25,0.5,0.012499999999999995,-0.5,-0.4,-0.5777777777777778
90,JBi,Joe Biden,01-Jun-21,11,0.0,0.0,0.125,0.0,-0.20277777777777775,-0.08333333333333333,0.25,0.0,0.0,0.0,-0.16666666666666666,0.0,0.2857142857142857,-0.1,-0.16666666666666666,0.0
91,JBi,Joe Biden,01-Jun-21,12,0.0,0.0,0.0,0.0,-0.08333333333333333,0.25,-0.2916666666666667,0.0,0.0,0.09385521885521886,0.006666666666666643,0.0,-0.5,0.0,0.4,-0.125
92,JBi,Joe Biden,01-Jun-21,13,0.1,0.0,0.0,-0.2222222222222222,0.028571428571428564,0.0,0.0,0.0,0.03333333333333334,0.0,0.8,0.35,-0.024999999999999998,0.0,0.05,0.0
93,JBi,Joe Biden,01-Jun-21,14,0.4,0.13333333333333333,0.41111111111111104,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.21212121212121213,0.18020833333333336,0.35,0.375,0.3333333333333333,0.25
94,JBi,Joe Biden,01-Jun-21,15,0.2,0.3928571428571429,0.0,0.2857142857142857,0.0,0.16666666666666669,0.5,0.0,0.0,0.0,0.37142857142857133,0.21714285714285714,0.0,0.6,0.5,0.0
95,JBi,Joe Biden,01-Jun-21,16,-0.05,0.3928571428571429,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3666666666666667,0.0,0.0,0.1,0.3666666666666667
96,JBi,Joe Biden,01-Jun-21,17,0.0,0.0,0.0,0.1896103896103896,0.1875,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,-0.4,0.0
97,JBi,Joe Biden,01-Jun-21,18,-0.2,-0.8,-0.4,0.0,0.0,0.2041666666666667,0.0,-0.4,0.0,-0.1875,-0.15000000000000002,0.25,0.0,0.0,0.0,-0.8
98,JBi,Joe Biden,01-Jun-21,19,-0.10625,0.0,0.0,0.25,0.0,0.0,0.0,0.4,0.7666666666666666,0.08333333333333333,0.25,-0.3125,0.11818181818181818,0.24,-0.08333333333333333,0.0
